MOTIVO CHAMADO,NOME,CPF,SEXO,DATA NASCIMENTO,DATA ADMISSAO,NOME DA MAE,ESTADO CIVIL,PARENTESCO,ESTUDANTE,MATRICULA EMPRESA,CNPJ CLIENTE,CARTAO SUS,EMAIL,CEP,ENDERECO,NUMERO,COMPLEMENTO,BAIRRO,CIDADE,ESTADO,SALARIO,RG,CARGO,TELEFONE,CELULAR,DATA INICIO VIGENCIA,CODIGO PLANO,FIM VIGENCIA,PRAZO ESTAGIO/J APRENDIZ (MESES),C.CUSTO,DEPARTAMENTO,SETOR,TIPO EXTENSAO,INICIO PLANO EXTENSAO,FIM PLANO EXTENSAO,INICIO EXPEDIENTE,FIM EXPEDIENTE,PCD,CPF TITULAR,PLANO EXTENSAO,DESCRICAO,DATA ENTRELACE,CNPJ A TRANSFERIR,DEPENDENTE TITULAR,COD. OPERADORA
Exame Laboratorial,Amy Gonzales,688-59-2579,F,1968-06-12,2003-08-15,Matthew Carroll,Viúvo(a),Pai,Sim,7366627,6627018461298570,1234567890123456,nicoleperez@example.net,61397,1398 Amanda Crossroad Suite 041,3493,Suite 282,Copacabana,Cooperberg,PA,2237.6986767503913,8499222079,Theatre director,(836)888-5972x00851,541.604.3289,2011-06-21,7,2065-01-17,10,CCusto3,Financeiro,Setor A,Tipo3,2006-12-04,2070-08-18,20:55:17,12:24:54,Não,634-97-5408,Plano B,Alone white federal push.,2016-06-29,4795688611049876,Sim,Operadora1
Consulta Médica,David Nelson,890-22-4160,F,1965-11-10,2022-04-10,David Robles,Casado(a),Pai,Sim,8066352,2348841553290049,9876543210987654,cochranbeth@example.net,92360,70683 Wolfe Plains,99869,Suite 495,Copacabana,Lake Michael,NJ,3330.862155133566,8831233669,"Nurse, children's",387-503-0843x763,+1-972-955-0360x332,2010-05-11,1,2026-04-20,5,CCusto3,Vendas,Setor C,Tipo2,2015-04-29,2038-03-13,15:18:47,21:42:24,Sim,799-53-0576,Plano C,Task very upon five.,2012-11-30,8802268466179647,Não,Operadora1
Exame Laboratorial,Cameron Cooper,690-06-1759,M,1912-07-09,2020-01-23,Brian Kim,Solteiro(a),Pai,Sim,2730280,4175338806029890,9876543210987654,heather55@example.org,67384,1770 Coleman Throughway,0027,Apt. 333,Copacabana,Karinaville,NH,3145.460458812697,6150077573,Air broker,001-255-733-0124x08732,321.305.6216x6533,2014-10-12,1,2069-04-22,6,CCusto3,Recursos Humanos,Setor A,Tipo1,2020-04-29,2049-05-29,22:08:23,12:42:48,Sim,096-85-8817,Plano B,Claim who buy left student first point.,2006-03-24,3823024922620460,Sim,Operadora2
Exame Laboratorial,Jessica Carter,825-67-4267,F,1936-01-04,2009-03-29,Erica Meyer,Casado(a),Cônjuge,Não,8181073,5060489347775711,1234567890123456,mckenziejim@example.net,20724,8058 Short Avenue,81695,Apt. 096,Savassi,Emilyview,NV,1592.573982705173,5532730404,Telecommunications researcher,204-859-3936x69119,001-816-228-2360,2020-10-15,1,2027-12-28,11,CCusto1,Vendas,Setor C,Tipo1,2007-06-22,2032-01-06,19:56:25,01:23:16,Não,295-85-2542,Plano A,Study east Congress still culture push before.,2010-05-29,9261765999785154,Não,Operadora3
Odontologia,Brian Delacruz,431-97-1587,F,1986-09-19,2010-06-29,Sheila Cox,Solteiro(a),Pai,Sim,7612400,9963420213858882,9876543210987654,dianeblair@example.net,51725,77354 Kyle Island Apt. 861,879,Suite 939,Moinhos de Vento,Knappborough,MO,2237.9386298591544,2662921778,Insurance underwriter,972-545-8638x8084,(300)524-2054,2017-09-01,6,2075-07-15,1,CCusto3,Recursos Humanos,Setor A,Tipo3,2013-03-02,2077-08-01,01:15:18,02:05:39,Sim,748-11-0557,Plano B,Quite more talk in everything woman dinner.,2015-10-23,1802289363147390,Sim,Operadora2
Exame Laboratorial,Angela Martinez DDS,421-14-3281,F,1982-05-30,2023-05-13,Evan Nelson,Viúvo(a),Pai,Sim,4268988,6391532643152517,1234567890123456,parkerloretta@example.com,20313,26884 Sean Mill,97728,Apt. 587,Centro,Codyville,AS,2474.1801321886173,8500439462,Futures trader,001-791-670-4843x7957,001-317-652-6115x23435,2015-04-28,8,2082-05-03,4,CCusto1,Financeiro,Setor A,Tipo3,2006-08-04,2069-05-28,03:49:31,17:13:43,Não,317-29-6972,Plano A,Worker just process prove reach effect front.,2020-03-07,5084360589439980,Não,Operadora1
Consulta Médica,Michelle Haney,406-93-8191,F,2014-01-21,2002-12-26,Larry Barnes,Solteiro(a),Mãe,Não,6764927,2122224506204775,1234567890123456,fpayne@example.com,14254,146 Mcguire Ways,38487,Suite 584,Copacabana,Ellenchester,NY,2840.0492271065295,7579323900,Clinical molecular geneticist,(767)288-3083x29250,(782)972-6690,2016-06-30,5,2091-11-13,7,CCusto2,Recursos Humanos,Setor B,Tipo1,2009-04-07,2061-08-29,17:30:00,20:05:39,Não,498-14-2155,Plano A,Board him myself yeah their art.,2008-06-10,2253298604504990,Sim,Operadora1
Consulta Médica,Michael Howard,213-66-7010,M,2013-11-10,2021-11-05,Kimberly Barnett,Casado(a),Filho(a),Não,7459082,136424163498498,1234567890123456,jonesbenjamin@example.com,80706,34401 Allen Hill,1478,Apt. 294,Centro,Salazarbury,TN,2416.774118379906,2636550029,"Engineer, civil (consulting)",001-368-320-3809,3659376863,2006-10-26,9,2079-10-24,6,CCusto2,Financeiro,Setor B,Tipo3,2014-02-07,2088-01-11,17:52:47,02:27:28,Sim,860-22-0088,Plano C,Opportunity pass forward.,2010-09-05,358045221310575,Não,Operadora3
Exame Laboratorial,Ryan Klein,331-41-5732,F,1924-12-22,2005-01-05,Jose Ramos,Solteiro(a),Filho(a),Sim,7055285,5481177295343361,9876543210987654,jillianliu@example.net,50965,331 John Forges Apt. 824,79527,Apt. 030,Copacabana,Drewbury,KS,1789.8922071280485,4765230123,"Engineer, building services",423.592.6012x7070,305-562-2061x322,2006-08-08,3,2036-03-30,4,CCusto1,Vendas,Setor B,Tipo2,2014-03-02,2096-12-28,04:50:55,10:25:21,Sim,028-31-7399,Plano C,Heavy million tough opportunity.,2016-02-14,2252074516705184,Sim,Operadora2
Odontologia,Sandy Clark,377-12-7999,F,1953-11-05,2008-06-08,Michael Smith,Viúvo(a),Pai,Sim,6280314,6989873191218486,9876543210987654,gloria03@example.net,81199,48223 David Island Apt. 014,054,Apt. 529,Centro,New Jason,LA,4810.609403316159,5130499001,Museum education officer,001-460-754-3614x28697,001-870-545-3856x99890,2019-02-02,10,2033-02-05,12,CCusto2,Vendas,Setor A,Tipo3,2013-12-05,2076-10-02,08:23:53,06:56:00,Não,442-92-0953,Plano B,Watch policy two simple behavior find.,2009-08-04,8452763822131849,Sim,Operadora2
Consulta Médica,Olivia Phelps,229-54-6189,M,1914-02-23,2002-03-24,Karen Smith,Solteiro(a),Filho(a),Não,3513444,199800955762032,9876543210987654,makayla31@example.com,69303,65504 Guerrero Ferry,388,Suite 525,Moinhos de Vento,Raymouth,AL,3657.167024189186,2994479464,Museum/gallery exhibitions officer,001-488-541-3623,375.366.5471,2011-03-28,9,2085-04-20,6,CCusto3,Vendas,Setor A,Tipo3,2004-10-23,2048-07-03,19:07:07,12:45:23,Não,005-69-4054,Plano B,Enjoy learn trial test nor customer let.,2020-03-14,5524547580488605,Sim,Operadora1
Exame Laboratorial,Mrs. Kimberly Fernandez,384-93-6539,M,1975-04-26,2018-01-30,Jack Phillips,Casado(a),Pai,Sim,5280521,7358877500992620,1234567890123456,rthomas@example.org,07686,1721 Tammy Glens Apt. 592,346,Apt. 349,Centro,Tonyaburgh,ND,1631.0296459781312,8794185081,"Conservation officer, historic buildings",+1-771-555-8948x665,+1-906-447-7025x0895,2020-04-17,9,2077-05-08,2,CCusto3,Vendas,Setor B,Tipo3,2004-03-05,2037-02-14,02:40:47,02:45:43,Sim,257-92-0362,Plano B,Vote baby opportunity issue defense.,2017-04-25,4566130817806628,Sim,Operadora3
Odontologia,Sandra Jarvis,883-34-8684,F,1940-02-04,2012-09-28,John Khan,Casado(a),Cônjuge,Não,6678410,8393623644553418,1234567890123456,charles61@example.org,38714,2918 Jeremy Knoll,37954,Suite 092,Copacabana,Thomasburgh,MA,1655.405146719154,7208457705,Astronomer,001-323-797-0274x17511,001-828-543-6849x223,2009-01-12,1,2047-02-11,4,CCusto3,Recursos Humanos,Setor B,Tipo1,2010-03-12,2070-11-14,02:51:48,06:58:11,Não,567-57-4172,Plano C,Little finish reflect stock someone kid night body.,2020-12-15,9490422339654177,Não,Operadora2
Exame Laboratorial,Teresa Hurley,029-47-0587,M,2020-02-12,2007-06-18,Amy Robinson,Viúvo(a),Mãe,Sim,1101344,3125847491177429,9876543210987654,rhoward@example.com,96532,249 Daniel Skyway,5675,Suite 218,Centro,Valenzuelachester,CO,4512.31849612933,3300287734,English as a foreign language teacher,001-392-480-5081x88050,+1-762-865-9502x48711,2010-07-07,1,2081-12-15,3,CCusto3,Financeiro,Setor A,Tipo1,2015-11-25,2025-06-16,19:38:55,18:17:58,Sim,873-81-7251,Plano B,Mrs easy choice staff blue.,2013-03-31,8226715183827546,Sim,Operadora2
Odontologia,Mr. Thomas Calhoun,166-71-6459,M,1933-10-03,2011-07-06,Lee Ayala,Casado(a),Pai,Não,3573328,8544025540058833,1234567890123456,lmartinez@example.net,21642,7710 Jesse Rue Suite 452,29581,Apt. 038,Moinhos de Vento,East Lisafort,IA,2402.9903036352753,8638717265,Geographical information systems officer,406.564.2441,+1-299-771-0215,2002-04-08,1,2077-05-03,11,CCusto2,Financeiro,Setor C,Tipo1,2023-09-11,2080-01-31,06:02:36,17:54:47,Sim,171-79-7143,Plano B,Age serve someone early involve.,2001-10-12,9292770018009234,Sim,Operadora3
Exame Laboratorial,Jesse Powell,051-09-0004,M,1932-08-07,2004-08-20,Edward Smith,Viúvo(a),Mãe,Não,190655,8597624831320519,1234567890123456,jamielopez@example.com,52032,655 Maxwell Drive,29459,Apt. 110,Centro,Lake Lindatown,NC,3549.8366857953556,5501349114,Arts development officer,962-282-5825x581,561-419-7027x4711,2002-11-10,8,2044-09-03,3,CCusto1,Recursos Humanos,Setor A,Tipo3,2007-07-14,2026-02-24,17:48:47,14:49:27,Sim,010-99-8818,Plano B,Carry outside way into financial senior.,2018-05-06,3231900784863864,Não,Operadora1
Consulta Médica,Heather Baker,523-50-0554,F,1998-04-09,2000-02-22,Misty Gilbert,Viúvo(a),Mãe,Não,992490,5025379105136015,9876543210987654,kelsey63@example.net,96005,651 Gallagher Fall,227,Suite 297,Savassi,West Tabitha,LA,2237.888989978079,6609715642,Water quality scientist,001-929-382-2885,(411)393-7768x862,2012-04-23,9,2071-09-29,1,CCusto1,Recursos Humanos,Setor C,Tipo3,2005-11-05,2089-09-13,13:49:15,08:33:09,Sim,785-37-5243,Plano C,Source understand contain tough statement idea meet reflect.,2000-02-10,4936976946399413,Não,Operadora1
Consulta Médica,Paige Alexander,241-98-0443,F,1914-06-17,2019-02-14,Nancy Bryant,Viúvo(a),Pai,Sim,8784325,8089256002444409,1234567890123456,samantha31@example.net,29075,714 Jennifer Harbor Apt. 228,808,Apt. 535,Centro,Kyletown,ND,3526.1124120621607,2390712570,Mudlogger,(611)942-0274x16343,(383)349-0038,2004-02-08,6,2086-01-28,8,CCusto2,Recursos Humanos,Setor C,Tipo3,2021-11-18,2052-05-13,15:06:57,15:34:01,Não,714-26-4402,Plano A,Rule serious why appear edge.,2005-07-25,5589412471439813,Não,Operadora1
Consulta Médica,William Cardenas Jr.,178-27-2386,M,1938-06-20,2003-09-07,Margaret Walker,Casado(a),Mãe,Sim,9301410,3518337522951787,9876543210987654,sotodouglas@example.org,64860,8314 Lozano Oval,598,Apt. 681,Copacabana,Rodriguezport,MA,2817.5770865936856,4499658011,Textile designer,261.678.7372x51839,849-533-9307,2021-10-30,9,2082-06-17,4,CCusto3,Recursos Humanos,Setor B,Tipo1,2020-02-26,2090-09-14,00:13:32,18:09:05,Não,560-19-1347,Plano B,Approach per none course single.,2004-06-06,9207701089345054,Não,Operadora3
Consulta Médica,Tonya Ray,190-67-0675,M,2007-05-10,2000-06-10,Emily Chung,Casado(a),Mãe,Não,8448362,8234237742589293,1234567890123456,spencermichelle@example.com,14982,6233 Jordan Lodge,1924,Suite 029,Centro,Lake Jessica,OH,3943.3991826212055,8404634647,Acupuncturist,286.816.7751x797,9997673326,2013-11-01,6,2052-12-21,4,CCusto3,Vendas,Setor A,Tipo1,2007-05-29,2048-12-08,13:05:25,20:33:28,Não,886-47-1208,Plano A,Both must condition east from rich.,2018-03-20,2210963326322033,Sim,Operadora3
Exame Laboratorial,Heather Barber,653-20-1253,F,2000-03-27,2002-09-23,Nathan Singleton,Viúvo(a),Mãe,Não,3252515,2201497137134164,1234567890123456,claytonchang@example.com,83027,43380 Castro Village,895,Suite 729,Savassi,Emilyland,NC,4955.119036336877,4083322895,Patent attorney,001-376-745-8560,(996)697-7208x664,2010-03-31,3,2093-01-24,5,CCusto3,Recursos Humanos,Setor A,Tipo3,2012-11-18,2093-06-16,12:18:35,13:23:10,Sim,695-60-2989,Plano B,Behavior voice thus deep position reduce method.,2010-03-20,4751111376274393,Sim,Operadora3
Consulta Médica,William Cruz,519-51-0307,F,1914-08-11,2015-08-28,Denise Thomas,Casado(a),Mãe,Sim,3513565,8859848221846036,9876543210987654,sean91@example.net,58802,86024 Michael Meadows Apt. 091,002,Apt. 254,Copacabana,Lake Phillip,LA,4869.346299602707,4140902854,Veterinary surgeon,775-315-9688,319.566.5431x15180,2023-10-01,1,2061-02-26,1,CCusto1,Financeiro,Setor B,Tipo2,2020-03-18,2090-01-31,16:45:33,05:31:55,Não,709-82-9709,Plano C,Expert but theory hold security involve.,2005-11-14,5737819527857815,Não,Operadora1
Exame Laboratorial,Ross Hayes,453-85-7379,F,1996-03-25,2009-04-21,Rebecca Carter,Viúvo(a),Mãe,Sim,6204445,911982294529321,1234567890123456,fgreen@example.net,99621,15602 Bryant Islands Suite 301,312,Apt. 252,Copacabana,New Kenneth,MN,1716.3420662415592,1159002066,"Scientist, biomedical",(593)566-8936,323.974.9685x7729,2010-11-25,7,2050-07-30,11,CCusto3,Financeiro,Setor B,Tipo3,2015-03-22,2046-09-07,08:32:38,18:58:00,Sim,078-77-9823,Plano A,Outside much sing themselves develop.,2013-07-06,685808292551631,Sim,Operadora3
Consulta Médica,Robert Cunningham,737-85-6585,F,1951-10-12,2005-02-20,Richard Ward,Casado(a),Filho(a),Sim,7268378,6181862436662048,1234567890123456,michelle29@example.org,94687,7881 Allen Dam Apt. 953,6332,Apt. 141,Copacabana,Port Kimberlymouth,WI,2593.028176200195,6868087031,Fish farm manager,(795)889-6963x78325,+1-650-426-6284x686,2011-07-02,10,2055-06-11,7,CCusto1,Financeiro,Setor A,Tipo3,2018-02-25,2093-04-29,01:17:19,13:42:15,Sim,873-28-0123,Plano A,Peace wrong size care bank central.,2003-02-06,6795196880819255,Não,Operadora2
Exame Laboratorial,Douglas Peterson,360-76-8585,M,1940-08-22,2014-03-12,Derrick Wright,Viúvo(a),Pai,Sim,4699732,7833910105390269,1234567890123456,jerrymontes@example.com,83614,1930 Christopher Dale Apt. 036,34183,Apt. 277,Centro,West Rhondaborough,WV,4959.433646998442,856501495,Statistician,+1-272-920-9215x20430,258-755-4803,2019-08-05,1,2048-10-27,4,CCusto2,Recursos Humanos,Setor B,Tipo1,2020-06-19,2073-01-15,22:47:16,13:56:49,Sim,004-46-7520,Plano A,Area leader western admit amount likely.,2015-11-22,699575408621972,Sim,Operadora3
Consulta Médica,Kelly Lynch,087-14-3162,M,2023-08-28,2007-09-06,Justin Dunn,Viúvo(a),Pai,Não,5199480,26497051256760,9876543210987654,thompsondenise@example.org,51808,3470 Smith Plains,68220,Apt. 821,Copacabana,New Micheal,RI,2783.2660770837565,1987821957,Public librarian,+1-519-996-1597x240,549.695.8532x057,2010-03-10,10,2051-03-22,11,CCusto2,Recursos Humanos,Setor A,Tipo3,2020-05-09,2062-11-23,22:18:34,17:28:48,Sim,599-94-4163,Plano C,Able receive carry head wide too.,2000-04-08,2557045057870862,Não,Operadora1
Exame Laboratorial,Brandon Smith,019-02-6314,F,1912-02-20,2009-01-27,Jeffrey Meyer,Solteiro(a),Cônjuge,Sim,4601529,6593414140163336,9876543210987654,andrew84@example.com,26344,2321 Cook Spring,78318,Suite 134,Centro,Lake Jamesborough,MA,2631.6302261424016,4583714663,"Production assistant, television",834-412-5122x5060,(510)508-1045x320,2021-04-14,7,2080-12-27,8,CCusto3,Recursos Humanos,Setor C,Tipo3,2015-01-02,2067-01-30,22:55:15,10:50:20,Não,453-77-0603,Plano A,Near me third usually.,2016-01-07,1253240474389314,Não,Operadora2
Odontologia,Jody May,799-68-0484,F,1937-01-15,2011-07-05,Steve Adkins,Viúvo(a),Pai,Sim,5435581,8845750738206692,1234567890123456,onorris@example.net,28661,870 Tyler Pike Suite 135,495,Apt. 932,Centro,New Troy,PR,3789.5722049677747,7212912826,"Production assistant, television",236.983.5274,001-697-722-5115,2019-07-07,2,2059-08-18,6,CCusto3,Vendas,Setor B,Tipo1,2006-06-28,2063-04-12,09:01:52,06:40:01,Sim,331-89-3376,Plano B,Trade Congress child personal.,2010-01-23,5903405048537644,Não,Operadora1
Odontologia,Kyle Gonzalez,255-84-2567,M,1946-04-08,2015-04-29,James Pitts,Solteiro(a),Cônjuge,Sim,9312078,2747893663260564,9876543210987654,crystalramirez@example.com,41761,1486 Michael Viaduct Apt. 095,55095,Apt. 046,Centro,Waltonview,MT,1654.4803294078094,1878310940,Community pharmacist,001-751-593-8975x16412,318.713.6210x9080,2013-05-26,6,2042-04-18,9,CCusto2,Financeiro,Setor C,Tipo2,2021-08-17,2067-06-27,11:45:25,11:23:22,Sim,493-07-3307,Plano A,On song your red.,2001-01-06,3842365742691929,Sim,Operadora3
Odontologia,Mark Brock,764-94-3297,F,1999-05-10,2020-07-01,Kristin Soto,Solteiro(a),Cônjuge,Sim,2550200,6942077038383475,1234567890123456,ashleycline@example.org,09020,619 Larson Curve,8294,Apt. 121,Copacabana,Mcleantown,WA,4334.224327534228,9394595566,Astronomer,(431)656-6719x4245,736.357.0119,2023-08-26,6,2073-05-02,1,CCusto2,Financeiro,Setor C,Tipo3,2018-04-10,2066-09-14,03:44:05,09:46:50,Não,572-36-5415,Plano A,Tree attorney teach level.,2009-08-19,5521454990151823,Sim,Operadora2
Consulta Médica,Charles Thompson,603-79-7704,M,1979-11-08,2004-04-21,Chad Hubbard,Viúvo(a),Cônjuge,Não,1001632,8109406149563531,1234567890123456,james23@example.org,96330,488 Mark Station Suite 577,85186,Suite 181,Centro,North Garrett,IL,4341.969122584878,4669572233,Furniture conservator/restorer,446-288-8321x497,295-982-0116x369,2018-02-15,6,2084-12-02,2,CCusto2,Vendas,Setor A,Tipo1,2004-02-08,2084-07-04,15:45:29,13:04:02,Sim,760-93-4918,Plano A,Television idea role despite since scientist.,2017-06-21,8874862972818593,Não,Operadora2
Odontologia,Steven Warren,340-42-7216,F,1963-07-22,2017-09-05,Gary Lamb,Viúvo(a),Pai,Sim,7178008,6239169508681920,9876543210987654,tanyashaw@example.net,92154,4770 Melissa Drive Apt. 752,845,Suite 077,Copacabana,Franklinton,AK,3126.972678900165,8831371502,Medical physicist,4724031469,001-418-257-9442,2009-12-29,8,2056-06-15,11,CCusto2,Vendas,Setor C,Tipo1,2020-09-18,2089-02-04,07:31:20,22:59:16,Não,649-96-2415,Plano B,Drive these decade.,2018-10-09,4344246696663226,Não,Operadora3
Odontologia,Jonathan Jackson,005-51-4202,F,1938-09-12,2022-06-14,Tyler Williams,Solteiro(a),Mãe,Sim,2041937,4657848170865725,9876543210987654,michael66@example.com,15658,3527 Baldwin Place Suite 070,405,Suite 660,Moinhos de Vento,New Edward,GU,4303.583271396543,144956688,"Horticulturist, amenity",4007287080,401-428-8763x033,2009-02-08,6,2045-01-16,3,CCusto2,Recursos Humanos,Setor C,Tipo2,2019-06-06,2036-06-07,14:37:08,02:55:50,Não,552-04-9623,Plano B,Wall have walk know free save.,2018-06-02,5008843802445136,Sim,Operadora3
Odontologia,Trevor Berry,063-93-4327,F,1938-04-24,2016-01-30,Vanessa Bradley,Solteiro(a),Cônjuge,Sim,459079,666219607604140,1234567890123456,lynnkeith@example.net,88984,936 Ashley Ways Suite 572,9701,Apt. 278,Savassi,Port Kevin,MI,2536.7085576587433,7534079708,Systems analyst,454-345-0119,(971)553-7265x466,2001-09-04,9,2040-12-07,10,CCusto3,Financeiro,Setor A,Tipo2,2006-08-04,2094-11-24,10:01:14,16:55:31,Não,715-46-9504,Plano C,Those range involve try speak since participant.,2017-12-07,8064222766311127,Não,Operadora3
Odontologia,Stacy Baker,220-55-2254,M,2020-03-21,2005-02-09,Julie Meyer,Casado(a),Pai,Sim,3739517,504420984427959,1234567890123456,daniel50@example.net,12369,062 Atkinson Fort,12178,Apt. 003,Savassi,Hernandezport,DE,3616.9288431089217,948628593,Stage manager,001-619-347-4754x487,+1-385-294-7621x575,2003-02-08,7,2077-07-13,12,CCusto3,Recursos Humanos,Setor C,Tipo2,2020-10-16,2079-01-05,04:44:53,01:14:55,Sim,774-77-7683,Plano B,Must around stock agree hold dark.,2010-08-10,1252442497526858,Não,Operadora3
Consulta Médica,Donald Velez,220-20-1344,M,1955-09-05,2023-09-29,Sharon Banks,Viúvo(a),Cônjuge,Não,3296767,5937671982812825,1234567890123456,stephen72@example.org,06956,1984 Dudley Meadows,25638,Apt. 640,Copacabana,Clarkeport,VA,4341.519371001527,8149863399,Health physicist,370.531.6270,+1-315-424-4693,2000-03-08,8,2039-10-19,4,CCusto1,Financeiro,Setor A,Tipo1,2014-01-18,2054-09-08,23:41:40,05:49:44,Sim,772-98-3400,Plano A,Program share century play too late president.,2004-11-05,3564848510740964,Não,Operadora3
Exame Laboratorial,Sara Pierce,617-57-9158,F,1967-06-15,2019-12-29,Stephen Griffin,Viúvo(a),Filho(a),Não,1932441,6741200779331889,9876543210987654,scottjoyce@example.org,22108,66140 Carlson Ford,5885,Apt. 419,Moinhos de Vento,Sabrinamouth,WA,1863.3669731935743,8473494046,Social researcher,4636481351,669-874-5609x58878,2017-02-17,10,2073-07-30,10,CCusto1,Financeiro,Setor A,Tipo1,2009-04-05,2069-10-12,13:12:42,15:36:46,Sim,480-26-6600,Plano B,Family issue focus discussion amount first.,2007-08-15,4465611113955550,Sim,Operadora2
Exame Laboratorial,William Patel,811-85-4489,M,1941-03-02,2002-07-07,Joseph Jimenez,Solteiro(a),Pai,Não,3997371,6505337771841897,1234567890123456,phogan@example.com,57258,77049 David Alley Apt. 395,1973,Apt. 375,Copacabana,Lake Rebeccashire,PW,3556.0677909377578,8703379879,Health and safety adviser,001-404-599-4626x422,(824)833-0728,2010-10-01,8,2073-07-15,4,CCusto3,Recursos Humanos,Setor B,Tipo1,2002-06-29,2070-01-09,09:33:23,07:49:19,Não,011-66-5120,Plano A,Sense soldier fast budget two positive.,2005-02-17,6942221569385816,Sim,Operadora2
Consulta Médica,John Hicks,146-10-1252,F,1994-10-03,2019-08-21,Shannon Tran,Casado(a),Filho(a),Não,9554744,1682215657465593,9876543210987654,allenalison@example.com,17279,020 Henderson Run Suite 841,656,Apt. 680,Centro,North Cindy,MA,4179.394672841014,2341039676,Secondary school teacher,+1-292-572-7458x205,001-521-603-7763x177,2021-05-16,10,2058-03-07,12,CCusto1,Financeiro,Setor B,Tipo1,2008-05-16,2086-09-19,13:07:48,23:13:28,Sim,523-38-3763,Plano B,Follow hard develop size keep.,2013-01-22,4583785312632125,Sim,Operadora3
Exame Laboratorial,Jason Johnson,509-15-8354,F,1946-02-14,2018-07-31,Vanessa Raymond,Solteiro(a),Filho(a),Não,1171582,241850534797074,1234567890123456,lwagner@example.org,90737,5987 Brennan Forks Apt. 492,4249,Apt. 364,Copacabana,East Josephmouth,NE,3407.073136795047,6432428613,Glass blower/designer,553-578-7446x730,001-337-706-7365,2018-12-26,10,2061-06-30,4,CCusto3,Vendas,Setor B,Tipo1,2014-03-20,2041-10-18,01:47:44,04:16:16,Não,199-68-8553,Plano C,Reason about while choice local forget remember.,2006-01-03,9772993620554013,Não,Operadora3
