Operadora,Código do Cliente,Razão Social do Cliente,Código do Associado,Nome do Associado,Tipo de Associado,Sexo,Data de Nascimento,Grupo Tipo de Atendimento,Valor,Data do Atendimento,Competência,CGC do Prestador Local,Nome do Prestador Local,Especialidade - Descrição,Prestador Local Próprio,Cidade do Prestador Local,Estado do Prestador Local,Código do Procedimento,Nome do Procedimento,Código do CID,Qtd Procedimentos,Cód do Grupo de Contrato,Plano - Código,Plano - Descrição,GUIA,Especialidade - Codigo,Classe de procedimento,Grupo Familiar,CPF Titular,Carteirinha Titular,Nome Titular
A,7005,Chase LLC,30372,Frederick Le,different,F,1980-09-04,subject,99191.81243628896,2008-03-03,August 2011,89080702,Rodriguez-Trujillo,last,Não,Lake Jasonbury,WA,160,become,A00,1,8,306,paper,49507,5445,A,Sim,012-23-2393,970389,John Benson
C,6679,Wright PLC,65310,Aaron Ortiz,activity,F,1957-08-22,customer,78225.37432767048,2016-05-28,June 2012,32780244,"Hernandez, Rhodes and Martin",visit,Não,Jenniferberg,NE,484,they,B01,4,5,895,skin,25112,5116,A,Sim,676-49-3948,291658,Justin Le
D,5757,Gross-Odonnell,22139,Lisa Manning,you,F,1993-07-28,TV,20497.05625816877,2010-07-09,October 1991,96815670,"Orr, Walker and Cohen",claim,Não,South Robertmouth,NY,546,until,A00,1,9,332,clearly,19459,9610,A,Não,647-28-6017,442126,Mark Espinoza
A,7555,"Moore, Kelley and Cortez",98530,Elizabeth Lewis,forward,F,1956-09-29,Mr,1891.2612911658687,2000-10-30,August 2001,61476905,"Henson, Osborne and Williams",plant,Sim,Ramosview,WV,155,beat,A00,1,3,892,possible,93697,2258,B,Sim,796-55-3666,848088,Chad Mahoney
D,6833,Davis Ltd,85260,Gina Hill,provide,F,1994-03-19,writer,96541.08308904666,2009-08-10,July 1995,32680564,Campbell LLC,future,Não,West Christina,MT,840,against,B01,2,3,302,degree,16273,2685,A,Sim,526-07-9929,381496,Heidi Allen
D,4176,Knight LLC,58398,Deborah Wiley,for,M,1999-08-30,student,81818.5780421468,2005-06-03,July 2007,25561922,"Perkins, Rios and Santos",at,Não,Diazberg,NV,384,floor,A00,2,9,552,station,68091,1433,B,Não,509-17-9173,199967,Margaret Cortez
A,2798,King Group,28670,Keith Johnson,well,F,1989-12-27,effect,16476.222634836686,2001-07-14,May 1970,30685840,"Walker, Thomas and Gonzales",family,Não,North Darrell,LA,824,actually,D03,4,4,493,success,51622,4507,B,Sim,437-50-8204,583736,Ryan Brown
B,5664,Ryan-Fox,26017,Christopher Carroll,once,M,1958-12-11,age,56690.01402682183,2011-08-15,October 2003,89430013,Craig-Cooper,trouble,Não,North Nathanchester,AL,138,oil,B01,1,10,697,music,13837,4993,C,Não,179-67-3065,749330,Scott Schwartz
A,6045,Barnes LLC,76148,Louis Frank,policy,F,1962-06-19,follow,64869.76370931052,2006-05-19,February 1973,86453478,Green Group,daughter,Não,Port Wendy,SC,283,age,C02,2,5,941,national,56618,3203,B,Sim,503-72-1177,960920,Kelly Jones
C,7159,"Hurst, Phillips and Anderson",18725,Brittany Owens,whose,F,2005-05-17,model,25278.027770530112,2016-08-11,November 1970,19542841,"Jensen, Moore and Warren",skill,Sim,West Eric,NE,107,law,A00,2,7,269,concern,59924,2067,A,Sim,414-30-8715,982132,Brendan Wong
B,3346,Kennedy and Sons,27267,Rachel Villegas,friend,F,1958-11-26,maintain,48917.11446592033,2011-05-11,December 2019,40521335,Phillips Group,seek,Não,New Michael,WY,801,act,A00,1,8,252,guy,53857,7883,B,Não,632-26-8024,145600,Paul Dawson
C,7531,Harper Group,86904,Hannah Ross,hundred,M,1982-05-12,gun,58383.709778170196,2013-10-08,April 2000,99287918,"Cooley, Watkins and Taylor",also,Não,New Garystad,MH,284,high,C02,4,9,385,history,60859,5497,C,Sim,171-57-7845,311530,Justin Diaz
D,1849,"George, Stanley and Sanchez",53512,John Foster,draw,F,1967-05-13,ability,76697.61811979637,2014-07-03,January 1973,19959850,"Welch, Moore and White",administration,Sim,Denisemouth,RI,830,sister,B01,1,9,159,cell,85323,9274,C,Sim,765-06-6521,666738,Eric Stewart
D,4291,Wade-Crawford,14265,Susan Hall,nature,M,1977-04-08,many,42081.86289183577,2000-11-09,September 1970,54575860,"Jackson, Mccann and Johnson",determine,Sim,East Aaron,NH,661,senior,D03,3,7,531,some,72738,1672,B,Sim,719-59-4945,358439,Christopher Marquez
C,7306,Simmons Group,26678,Amber Alvarado,major,M,1961-09-25,out,31270.568263114998,2010-09-26,June 1993,61055200,Marshall PLC,return,Sim,Ariasview,NV,330,up,B01,1,3,217,high,95680,5874,A,Não,896-42-4395,861380,Robert Martin
B,9739,"Erickson, Page and Sanders",31335,Carla Patrick,single,M,1988-09-06,point,69801.80198429489,2001-02-21,October 2019,88427560,Bishop LLC,training,Não,Williambury,AS,139,car,C02,4,6,934,meet,95893,1812,B,Sim,256-83-4569,189126,Alex Mills
D,1547,"Liu, Holder and Watts",19116,Stephanie Brown,sea,M,1992-06-08,specific,50766.48098978272,2000-03-11,July 1982,19274404,Carpenter-Lara,dinner,Não,Kevinland,MI,482,high,C02,2,3,770,capital,57937,5885,B,Sim,059-26-5770,924090,Renee Mitchell
C,5222,Brown PLC,73304,Jeremy Collins,national,M,1954-02-25,teach,12843.851439685497,2010-09-19,December 2014,25726222,"Hernandez, Baker and Cowan",value,Não,West Rebecca,ID,267,tonight,B01,2,9,740,key,76506,7600,C,Sim,601-96-9735,481543,Andrea Jones
D,5766,Jones Group,16940,Jessica Little,join,M,1971-11-01,act,47267.690192313734,2013-12-06,June 1979,80146451,Moran PLC,road,Sim,West Jeffreyburgh,MI,818,hot,B01,4,9,771,painting,84823,8373,B,Não,507-47-5946,417927,Alejandra Richardson
B,1466,Brown PLC,82786,Tina Olson,recently,F,1986-05-30,difference,44414.8429672948,2013-05-14,June 1998,95467934,Reed Group,case,Sim,South Francis,VT,839,movement,B01,5,1,704,building,36712,8225,C,Não,531-78-7450,916274,Drew Baldwin
C,3014,"Williams, Cantrell and Brown",74800,Kevin Hernandez,structure,M,1998-06-20,politics,72755.88503183697,2004-11-28,December 2019,90219623,Montgomery Group,free,Sim,Weberview,GA,240,mother,A00,2,10,458,machine,93199,5251,C,Não,668-71-1439,560164,Andrew Wilkins
B,8410,Smith-Tucker,30743,Amy Downs,recognize,F,2003-02-27,order,8432.152402535175,2001-04-19,April 1972,85020743,Pittman and Sons,reveal,Sim,Shelleyberg,WY,736,need,D03,2,8,404,attention,79879,6355,A,Sim,602-79-7820,963675,Melissa Caldwell
C,8503,"Hill, Wheeler and Avery",74629,Nathan Neal,say,M,1967-11-27,cultural,27481.74302511833,2012-08-19,December 1973,78206270,Ramos-Freeman,apply,Não,Bradview,AL,967,this,C02,3,7,919,beyond,20604,1326,A,Não,766-59-1727,620885,Matthew Griffith
B,4160,Ford PLC,73150,Joe Washington,their,F,1962-10-21,movie,41494.03530004419,2016-11-12,September 1985,79024207,Vasquez Ltd,provide,Sim,West Monicashire,PA,764,summer,A00,1,6,114,way,68934,2898,B,Não,551-24-8082,461040,Kenneth Whitehead
D,6227,Rivers Ltd,16768,Joe Jones,responsibility,M,1993-10-18,approach,38050.706499756685,2020-04-03,February 2012,51013868,Valenzuela-Stark,itself,Sim,Port Mitchell,TN,813,gas,C02,1,7,135,far,13398,2196,A,Sim,059-15-4134,108759,Megan Wolfe
B,1039,Moran-Bryant,54337,Ashley Benson,return,F,2000-01-21,of,8672.270504889653,2011-05-01,March 1991,88617844,Kelly-Wilson,offer,Não,Port Matthew,ME,221,nothing,D03,5,9,896,loss,61340,1818,A,Não,409-57-0733,114075,Kimberly Lopez
D,3190,Long Inc,69260,Drew Davis,however,M,1958-07-12,reality,48789.93936044377,2016-12-26,July 1992,80534889,"Gonzalez, Rivera and Haynes",side,Não,Jonathanborough,OR,404,social,B01,5,4,120,need,43738,7180,A,Sim,559-14-1204,530450,Elizabeth Jackson
C,8987,Walker Ltd,94313,Denise Kim,customer,F,1995-04-08,somebody,39206.28731328553,2020-07-31,May 1996,63876832,"Simpson, Anderson and Mitchell",most,Sim,New Nicoletown,PR,312,cold,B01,1,7,480,factor,59867,6757,C,Sim,603-40-4221,812594,Mike Downs
D,8633,Crane-Martinez,33312,Allison Rodriguez,next,F,1960-02-05,voice,91591.69133230527,2001-11-15,February 1997,60070229,Brown-Trujillo,fund,Não,Jessicastad,OK,857,particularly,B01,5,4,110,somebody,12240,7037,B,Sim,089-76-5199,264420,Jacob Gordon
A,9242,Garcia-Malone,71797,Paul Brown,city,M,1982-08-27,test,63301.33284955158,2001-07-14,October 2015,91026727,Haley-Smith,shoulder,Sim,Ericland,UT,835,radio,B01,4,4,468,which,25193,5846,A,Não,132-79-7634,452437,Lauren Brown
B,6403,Holder PLC,64595,Samuel Yates,system,F,1990-08-01,own,75023.00311867362,2016-10-22,December 1983,18934729,"Bates, Herrera and Vazquez",popular,Não,Jefferyfurt,OK,774,ahead,B01,3,2,946,a,49149,8233,A,Não,430-23-8320,324888,Tiffany Conner
A,4161,Bridges Inc,93366,Anthony Garcia,put,M,1950-12-23,but,52346.73986936086,2023-04-30,August 1992,28720055,"Howe, Doyle and Smith",coach,Sim,Moranside,AL,400,fall,D03,1,5,988,less,56576,1254,A,Sim,744-14-5934,336658,Ann Grant
D,7979,Jones Ltd,87465,Debbie Cox,happen,F,1976-01-09,follow,99422.33185805511,2009-10-17,June 1988,42891634,Stewart PLC,include,Sim,Murrayfort,CO,530,middle,A00,5,1,706,green,13656,3631,C,Sim,329-20-7105,984305,Eugene Nelson
A,9212,"King, Clements and Hall",45096,Teresa Kemp MD,risk,F,2003-08-25,money,92880.27141138093,2005-10-08,April 2013,75660274,Porter Group,idea,Não,Desireeton,CO,513,course,B01,2,8,471,head,67121,2237,A,Não,484-57-4683,214714,Sheryl Carpenter
B,5381,Carter PLC,87993,Paul Bishop,art,M,1990-05-24,discuss,12792.941572858763,2013-07-05,March 1970,72427089,Mays Ltd,station,Sim,Joshualand,WY,536,great,B01,5,10,908,whom,60679,9470,B,Não,570-14-5870,904788,Tiffany Estes
A,8105,Obrien Ltd,40415,Chris Bender,consumer,F,1972-07-15,save,51048.71006044692,2021-06-19,August 2015,73734567,Smith-Lambert,company,Sim,Tonybury,ID,681,determine,B01,3,10,552,program,20575,1487,B,Não,270-02-1317,590554,Steven Wright
C,2522,Valdez Ltd,98506,Terry Boyle,officer,M,2005-10-11,somebody,59359.92583306496,2017-08-30,August 1976,42849607,Patterson-Weaver,thank,Não,New Christopherfort,LA,203,in,B01,1,5,236,PM,65283,1828,A,Sim,217-13-6962,212747,Lori Hays
D,5204,Roberts-Johnson,91987,Connie Hoffman,buy,M,2003-09-01,girl,20697.014394262435,2000-12-21,August 2003,33458787,"Klein, Barber and Stevens",science,Sim,North Rachelmouth,VI,619,field,B01,2,10,256,mother,68049,6198,A,Não,758-09-5765,272863,Brian Byrd
D,5925,Martin-Pratt,46859,Anna Sandoval,main,F,1966-06-10,particularly,3197.643080475989,2010-02-09,April 1985,88132521,Williams-Brooks,new,Não,North Deanburgh,AK,170,enjoy,D03,5,2,138,I,56265,5366,B,Sim,855-16-1612,143881,Jeffrey Martin
C,5898,Jones LLC,34797,Todd Kim,little,M,1983-04-28,career,4693.66501840235,2010-08-23,November 2010,91552535,"Swanson, Baker and Snyder",summer,Não,East Melinda,NV,132,memory,B01,4,5,505,list,29294,4561,C,Não,826-07-0535,288530,Hailey Parker
C,5700,"Smith, Bailey and Sullivan",77141,Megan Taylor,body,M,1967-04-27,recently,35585.9047483408,2014-01-10,December 1994,60341899,Wallace-Atkinson,account,Não,Lake Amyview,OR,722,various,C02,1,2,291,close,55538,5042,A,Sim,103-04-6504,723086,Donna Dorsey
C,3811,Taylor-Hernandez,40830,Barbara Robinson,night,F,1982-08-07,without,90864.30090342886,2008-08-19,September 2012,53876050,Fox Group,him,Não,New Timothy,TX,520,will,B01,4,7,124,glass,17904,7427,A,Não,608-16-9237,385941,Regina Lowery
B,3137,"Coleman, Andrews and Reid",93268,Alexander Nelson,nice,F,1954-06-15,task,73692.74766442372,2008-08-23,October 2018,71713695,Phillips PLC,energy,Sim,Hughesland,VI,840,idea,A00,4,9,235,half,87840,6391,C,Sim,711-18-1922,565731,Richard Johnson
A,3080,Wright-Williams,16016,Jennifer Lee,contain,F,1956-01-23,up,12574.191094268792,2011-10-14,March 1995,14278190,Lowery-Fowler,life,Sim,South Tara,UT,585,blood,A00,4,7,195,tough,85735,9689,C,Sim,581-01-4190,402500,Kevin Craig
B,6240,"Manning, Nunez and Meyers",72152,Abigail Henderson,statement,F,1962-08-06,evening,20302.806701146783,2000-11-02,July 2013,18394624,Small-Martinez,approach,Não,Wardport,FL,600,each,B01,1,8,868,big,15541,7408,C,Não,540-82-3113,833803,Jessica Chung
D,6198,"Robles, Randall and Stokes",15681,Christopher Carroll,suggest,M,1963-12-11,during,80506.13201799731,2016-04-16,February 2009,35478436,"Bell, Miller and Arroyo",someone,Sim,West Sara,PA,920,law,B01,2,7,703,town,59686,9570,C,Sim,582-23-1071,627418,Nicholas Rose
B,4640,Obrien-Murphy,34921,Pam Torres,describe,F,1952-04-20,almost,73644.51730115687,2020-12-23,December 1988,52600342,Hughes Group,few,Não,North Richardview,FL,300,attack,A00,3,3,379,difference,47618,6764,A,Não,029-66-9772,588940,Jason White
D,6720,Prince Group,90384,Robert Frye,step,F,2005-02-28,job,12212.769020403763,2018-11-20,April 1986,40206370,"Ortega, Phelps and Glover",player,Não,West Veronica,WI,957,run,D03,2,7,966,standard,18041,7254,A,Sim,255-05-0999,485492,Thomas Brown
D,7637,Harrison and Sons,42924,Corey Foster,process,M,1979-08-05,specific,32463.19562971631,2011-01-03,February 1978,37101773,"Daniels, Dalton and Jones",commercial,Não,Wallacefort,DC,778,generation,A00,3,7,122,include,92562,9601,C,Não,882-53-4590,374356,Wendy Hernandez
A,6874,Hall LLC,85305,Timothy Wright,quite,F,1982-04-24,piece,13867.255224526163,2023-05-07,August 2019,19252506,"Hall, Barron and Gonzalez",in,Sim,West Mike,NV,804,set,A00,3,10,712,direction,72922,6371,A,Sim,855-23-1542,598621,Amy Stevens
C,2912,Allen LLC,93709,Angela Moon,both,M,1970-03-08,fall,50096.843040631335,2013-11-12,August 1992,32495371,Hernandez-Joseph,nature,Sim,Christopherland,MS,556,quality,C02,2,9,156,option,91109,9068,B,Sim,642-88-9113,944567,Jessica Harris
C,5307,Banks-Raymond,45243,James Parker,need,F,1982-02-05,allow,98373.9061809381,2002-06-24,December 2019,70944531,Frank-Collins,say,Sim,Brandonville,UT,961,them,B01,3,10,869,record,61608,6008,C,Sim,883-82-9442,257046,Tara Downs
A,5445,Hudson Group,92548,Nicole Knox,since,F,1963-09-30,series,2186.529155491746,2016-12-14,July 1992,46924981,Lewis PLC,old,Não,Miabury,WI,324,close,B01,3,7,639,institution,29786,9773,B,Não,316-21-2534,451884,Nicole Garza
A,2061,Garcia-Lutz,89759,Rebecca Jones,whole,M,2002-10-07,kind,4994.035086436623,2013-07-01,April 1980,23133332,Evans Inc,high,Não,Sawyerbury,VA,734,list,B01,3,8,126,there,30280,5483,C,Sim,648-61-2984,258329,James Allen
A,7724,Mckenzie-Swanson,52711,Regina Murphy,coach,F,2000-10-06,ahead,19555.26669840561,2018-02-07,February 2011,65640518,Brown-Terry,compare,Sim,Port April,AK,738,realize,D03,4,2,197,strong,16005,9047,B,Sim,780-50-8588,105205,Christine Lester MD
C,2180,Walter Inc,18417,David Salazar,out,M,1985-08-21,personal,72894.47222137362,2021-10-15,June 2023,44040304,Rivera Inc,house,Sim,West Raymond,SD,582,simply,B01,5,4,375,each,58724,5488,C,Sim,235-15-0420,574016,Rachel Todd
A,5233,"Calhoun, Webster and Wall",44782,Susan Davis,nearly,M,1986-08-23,girl,63277.94267498431,2012-08-14,July 2013,35848795,Torres-Evans,per,Sim,Reyesville,MA,576,their,A00,2,4,813,recognize,31842,4564,A,Sim,199-22-5465,172141,Christine Montgomery
B,9729,"Webb, Tyler and Murray",20437,Kristen Carter,save,M,2001-01-12,wife,15550.583664037134,2018-09-28,November 1977,12249139,"Zuniga, Robinson and Anthony",great,Não,Taraburgh,KS,355,race,D03,5,8,842,data,76675,2601,C,Sim,612-98-5678,224067,Angela Thomas
A,5232,"Waters, Ortiz and Chung",69212,Harold Carroll,note,M,1984-08-25,feel,39786.944650293924,2002-03-23,September 1973,26089277,Duarte-Knox,owner,Não,West Brandon,OK,210,set,C02,3,7,888,science,78353,3608,B,Sim,446-16-9905,950593,Mark Smith
A,7600,"Hernandez, Morgan and King",57431,Vincent Flynn,evening,F,1955-10-21,Mr,75546.90013678111,2018-07-30,April 2018,26410671,Powell Inc,state,Não,West Jessicabury,MP,986,reflect,B01,4,4,189,show,25103,1795,B,Não,685-78-4151,758018,Brooke Swanson
A,5472,Kramer-Pierce,62015,Adam Graves DDS,reach,M,1977-05-04,also,32644.248622787676,2000-05-09,July 1979,38458766,"Cunningham, Hicks and Harmon",ever,Sim,Diazborough,AS,318,people,A00,1,9,190,political,67472,7015,A,Sim,679-93-2138,608781,Frances Mullen
C,5429,Santiago and Sons,69888,Brittany Williams,person,M,1983-01-22,within,84437.2014423472,2020-03-07,April 1992,56664511,Patterson and Sons,director,Não,Hollystad,FL,990,network,C02,3,7,615,cultural,87422,5424,B,Não,125-50-9482,676464,Norman Shields
D,3702,"Fisher, Jackson and Moore",89765,Ralph Wright,strong,M,1973-06-24,necessary,96572.19239929765,2018-09-11,August 1985,34131214,Hickman-Holmes,while,Sim,Crystalfurt,NM,605,best,D03,3,4,643,model,14564,7192,A,Sim,841-23-8454,624166,Emma Randall
A,9418,Houston-Long,83634,Christopher Perkins,forward,M,2003-11-10,go,69335.73636721686,2015-11-07,July 2021,39927608,Kelly LLC,you,Não,Smithberg,RI,650,bring,B01,5,4,666,scene,27579,7681,B,Não,285-02-3473,102353,Thomas Lee
B,6925,Rivera-Duncan,86517,Jordan Butler,scene,M,1998-11-18,nice,78261.65152797944,2013-04-30,April 2021,94252390,Hardin-Anderson,will,Sim,Prestonstad,KY,168,win,C02,3,6,771,apply,85386,4540,C,Sim,608-99-1245,863803,Yolanda Velez
A,6645,Bradley-Davis,75340,Ann Duke,owner,M,1985-03-28,staff,10575.208731592913,2023-01-10,August 1992,53538425,Murphy-Lewis,these,Sim,Michaelstad,OH,285,note,D03,2,2,486,material,88698,6098,A,Sim,401-29-7427,636838,Melanie Rangel
C,3395,Brown Group,67446,Erik Smith,eight,F,1986-11-28,never,14860.76543745797,2001-06-17,December 1992,89718556,"White, May and Diaz",discuss,Sim,West Samuel,MO,682,morning,A00,1,8,438,impact,67280,9063,B,Não,854-76-8614,321773,Casey Marquez
C,4270,"Johnson, Hanson and Walker",90129,Jennifer Johnston,author,F,1976-11-09,specific,22430.331425964952,2013-05-12,August 1994,83467624,"Gomez, Keith and Hudson",course,Sim,South Kathleen,AR,685,break,C02,1,1,854,vote,34376,4682,B,Sim,454-48-9055,266562,Andrew Lara
A,1388,Wolf-Hanson,77597,Jacqueline Bernard,television,M,1964-05-20,indicate,38457.03887571258,2019-08-09,September 1976,16753440,"Jones, Maddox and Jones",they,Não,Port Barbaraton,OH,889,least,D03,5,1,536,want,10099,4821,C,Não,144-72-4451,460809,Terry Johnson
B,3859,Hess Group,34762,Amy Miller,audience,F,1980-04-10,cultural,48783.19829467936,2006-04-18,July 2014,24965780,Palmer-Mejia,thousand,Sim,New Mariah,NJ,990,player,B01,3,4,968,society,60599,1517,C,Sim,858-57-8113,468618,Dennis Holmes
B,2884,Miller-Chapman,76628,Gregory Schultz,writer,F,1969-06-14,all,30648.151637642808,2014-09-26,March 2023,69664185,Davis PLC,fly,Não,Jenniferchester,MO,321,before,B01,2,10,677,dog,25895,4354,B,Não,639-57-4798,674100,Dr. Lisa Higgins
B,7029,"Hill, Williams and Hernandez",51664,Craig Lamb,onto,F,1977-04-23,should,79759.03547521972,2008-12-13,October 2021,48310329,Clark LLC,state,Sim,Jonesborough,TN,543,why,D03,1,4,401,may,83981,2024,A,Não,381-13-2094,500272,James Francis
D,6498,Mason Group,68282,Erika Barnes,story,F,1984-12-30,artist,20349.390269718482,2005-06-12,May 2017,74320947,Davidson Ltd,art,Sim,Walkerport,OK,948,computer,B01,3,5,720,maintain,64278,2611,C,Sim,366-65-3522,217841,Brian Best
C,8542,Obrien-Solomon,40037,Destiny Smith,situation,M,1987-09-05,player,42192.03104795646,2022-09-19,November 1987,60181219,Townsend LLC,he,Sim,Hernandezside,AZ,445,participant,D03,5,2,624,ahead,62381,4934,C,Não,388-41-0067,627873,David Gonzales
B,1448,Hunt-Velasquez,91363,Charles Greene,itself,F,1981-08-22,friend,85670.34721140565,2021-10-03,January 2002,43520282,Smith Inc,thought,Não,Castilloborough,WI,168,adult,D03,3,2,293,over,90673,2145,A,Não,304-86-1779,859213,Sandra Murphy
B,7390,Owens-Murphy,97116,Christopher Mills,seem,F,1965-03-17,support,72067.59773566462,2017-03-06,April 2015,31111346,Clark PLC,peace,Não,East Tammy,CA,371,ball,B01,2,4,550,military,98246,1261,A,Sim,561-30-6159,994089,Tasha Davenport
C,8566,"Cortez, Werner and Norton",74193,Joseph Perry,crime,M,1974-08-27,stock,37302.503897175666,2013-02-14,April 2020,25300735,Key-Morgan,doctor,Sim,Donaldshire,MI,728,police,C02,1,1,141,recent,78468,9139,A,Não,564-37-5068,177962,Gabrielle Mcconnell
B,8848,Bauer Ltd,28641,James Ruiz PhD,deal,F,1990-11-30,third,2450.78420642058,2009-02-20,January 1997,85208300,"Grant, Atkinson and Williams",product,Não,Gabrielview,DE,669,weight,D03,2,4,467,two,14557,9782,A,Sim,488-48-0859,550713,Steven West
C,2670,Gomez and Sons,92072,Lisa Hicks,happen,M,1965-01-29,ability,52518.15436704856,2016-07-11,March 2015,61949496,"Johnson, Martinez and Mercado",create,Não,East Lorraine,NM,347,different,C02,1,5,511,page,36149,9972,B,Sim,510-42-9941,660283,Mark Sanchez
B,2103,"Miller, Gates and Weaver",20272,David Riley,contain,M,1965-09-26,both,56778.23849542247,2023-06-29,March 2005,61336935,Fuentes and Sons,player,Sim,Port Kenneth,NV,810,whether,D03,3,10,742,next,23779,2143,A,Sim,749-43-7906,544513,Stacey Russell
C,8270,Lopez-Price,64947,Matthew Mejia,without,M,1959-07-21,heavy,68823.11279606534,2012-09-28,October 2003,34700427,Blanchard-Shea,size,Não,Dixonborough,RI,560,cold,B01,5,7,210,real,72325,2547,C,Não,507-59-7828,325986,David Gutierrez
B,6509,Maynard-Lane,18640,Jason Buck,add,F,1992-04-11,article,32242.760606862197,2013-05-04,April 1987,24831462,Smith PLC,human,Sim,Frazierchester,ME,266,relate,D03,1,3,494,standard,51536,8760,C,Sim,702-74-2615,214857,Christopher Blankenship
B,6572,Miller-Lopez,34013,Robert Duncan,agree,M,1994-01-05,country,26056.37157422373,2021-09-20,March 2012,14558434,Lane Inc,knowledge,Sim,Port Alisha,VI,436,month,B01,5,2,795,high,31392,2026,B,Sim,677-61-9862,506647,Brandy Jackson
B,8620,"Eaton, Cross and Chang",84200,Nicole Higgins,material,M,1973-12-01,purpose,18360.246981895896,2007-05-18,January 1992,43378456,"Chang, Pineda and Holt",school,Sim,Harrisland,CO,807,family,C02,3,5,129,ask,97421,7487,B,Sim,430-74-1362,322904,Laura Glass
A,4979,Smith-Ruiz,47334,Jeanette Obrien,rate,F,1986-04-04,shake,80256.21914794085,2012-03-16,November 2015,41749401,Martin-Green,make,Sim,Cynthialand,KS,281,analysis,B01,3,1,259,leg,37644,9854,A,Sim,002-12-4323,523161,Keith Reyes
