NOME FUNCIONARIO,CPF,DATA,UNIDADE ATENDIMENTO,NOME PRESCRITOR,CRM,UF CR,TIPO CR,TEMPO,TIPO TEMPO,HORAENTRADA,HORASAIDA,CID,ACEITO,OBSEVAÇAO,ORIGEM,RECEPCAO,ESPECIALIDADE
Caleb Smith,857-48-6232,1937-02-15,Day Inc,Maria Smith,86243,PR,B,7,Anos,15:28:08,21:48:17,C02,Sim,Must talk now what. Bit morning probably media. Yes sport enough blue.,Clínica,Recepção C,Ortopedia
Kyle Wilson DVM,389-76-2986,1998-06-08,Allen-Thompson,Shannon Dawson,25461,WA,A,6,Anos,12:52:24,17:28:56,A00,Não,Treat couple story professor yourself point marriage peace. Environmental majority natural drug agency. Another car management long according remain.,Pronto-Socorro,Recepção C,Pediatria
Wendy Boyd,621-92-8853,2023-04-13,"Walker, Bailey and Gallagher",Brandy Humphrey,88336,SD,B,26,Dias,23:59:50,01:04:49,A00,Sim,"Including significant read appear laugh easy scientist. Voice buy most responsibility laugh. Indeed number it point soon cup.
Such wish read measure. Take long particularly above everyone race.",Hospital,Recepção C,Pediatria
Elizabeth Donaldson,570-50-5704,1949-01-17,"Stevens, Flores and Williams",Sharon Stone,94279,CO,A,11,Meses,23:40:58,05:26:11,C02,Não,"Trip kid official create. Environmental maybe build probably hot second sound. Hope TV record at. Enough risk more let page.
Cultural case evening surface test. Half that none.",Pronto-Socorro,Recepção A,Cardiologia
Kenneth Valenzuela,547-42-9340,1978-07-07,Nguyen-Martinez,Hannah Steele,46201,TN,C,17,Meses,16:07:08,09:51:17,C02,Sim,"Personal pick interest. Story billion manage garden social and will.
He should step buy.
During later local type clear author show oil. Success support also. Become reality popular during or me.",Clínica,Recepção C,Ortopedia
Tony Buck,160-33-9223,2009-11-11,Mendoza-Roberts,Sheri Campbell,45077,UT,C,14,Dias,06:18:49,20:28:17,C02,Sim,Beat mention in cultural customer that follow. Must trip look exist. Red mouth dream notice factor necessary while.,Pronto-Socorro,Recepção B,Cardiologia
Brian Rivers,806-58-7113,1987-02-23,Horne-Richards,Anne Smith,30559,WI,A,7,Dias,16:23:11,14:39:51,A00,Sim,"Center fill many true until instead outside.
Almost change property song also.",Clínica,Recepção A,Ortopedia
Alexandria Harmon,615-97-2245,1980-02-18,Fields-Prince,Richard Welch,76110,MO,C,21,Dias,23:07:44,19:02:23,A00,Sim,"Difference news investment focus. Could help safe court act. Bank long note.
Method nice tell network beat. Buy action law very attorney. Cultural upon entire participant method page.",Clínica,Recepção C,Pediatria
James Kaiser,617-54-8206,2017-11-04,Reyes-Russell,Erika Turner,41163,PA,A,11,Dias,10:42:13,18:46:16,C02,Sim,"Investment language six single. Eye resource spring detail. Learn blood deep leader agree at art loss.
Possible message better manager station entire. Face require move. Face soon trip foot act.",Pronto-Socorro,Recepção A,Ortopedia
Jonathan Jacobs,191-69-5617,1976-08-20,Vaughn LLC,Wendy Chavez,97173,NV,C,9,Anos,08:43:14,16:04:50,B01,Sim,"Pick his staff base these since attorney. Marriage safe so phone after. City expect rest concern.
Fire lose hour position. Size above pressure nature.",Pronto-Socorro,Recepção C,Ortopedia
John Pierce,475-27-2702,1918-04-13,Reese-Potts,Jeffrey Pineda,58096,KY,B,10,Anos,20:11:12,21:29:35,A00,Sim,Writer officer usually available because everybody. Business him history goal close. Story fly rather bag reduce traditional.,Hospital,Recepção A,Cardiologia
Connor Zamora,686-23-3918,2023-06-29,Torres-Pruitt,Olivia Rodriguez,48500,TX,A,18,Dias,10:50:48,13:38:58,B01,Não,Statement term participant half movement it such. Ago early table outside laugh green couple. Right art field.,Hospital,Recepção C,Pediatria
Jacqueline Christensen,857-82-1505,1912-04-07,Vaughn Group,Matthew Byrd MD,68868,IN,A,16,Meses,00:59:16,07:25:11,A00,Sim,On then until clear voice be. Community national at party dark visit think line. Budget home already season partner myself hair.,Pronto-Socorro,Recepção C,Pediatria
Anthony Zhang,250-55-7898,1958-08-11,"Terrell, Gamble and Robinson",Suzanne Munoz,79095,TN,A,6,Anos,21:39:09,18:08:11,C02,Sim,"Such act the. Use contain issue food car white surface.
Upon likely business safe look. National set feel decision.",Hospital,Recepção C,Pediatria
Scott King,553-30-1636,1933-03-25,Bradford-Torres,Joshua Mckay,75808,AR,C,30,Dias,02:07:17,08:59:45,A00,Não,"City we base argue. Pattern product we wear. Assume want record left. Executive community today detail actually project.
Here agent admit particular. Director heart program here.",Hospital,Recepção C,Cardiologia
Lance Blevins,796-33-2430,2017-12-22,"Hall, Smith and Robinson",Samuel Ramos,59477,AS,C,21,Meses,15:27:44,15:51:11,B01,Não,Strong former determine. Case mean compare morning.,Clínica,Recepção B,Ortopedia
Lori Cunningham,668-60-2855,1930-02-13,Duffy and Sons,Marcus Wilson MD,89026,TN,C,23,Meses,07:54:18,07:20:47,A00,Não,Data purpose weight tax. Ever produce recognize vote energy themselves drug yes.,Pronto-Socorro,Recepção B,Cardiologia
Ana Allen,262-43-4427,2016-12-25,Miller-Perez,Zachary Jackson,87760,FM,C,27,Meses,04:35:01,14:28:04,B01,Não,"Smile ground help. Ball interview home certain laugh own.
Minute everyone simple white. Live none through least condition.",Clínica,Recepção C,Ortopedia
Sheri Gregory,115-76-7847,1962-12-26,Diaz and Sons,Matthew Pena,48111,NM,C,19,Meses,00:19:25,00:21:30,A00,Sim,"American sell international call. Than protect police note. Tend attention stock too good million environment. Special leave ago manager.
Cost report order here. Population little dog against act.",Clínica,Recepção A,Ortopedia
Kimberly Roberts,295-38-9132,1920-01-02,Jensen Inc,Jason Atkins,27083,TN,C,19,Dias,04:21:27,09:07:34,C02,Sim,"Move charge without challenge those. Toward lot according about whatever.
Area analysis positive yard common. Card show movement from a.
Week each finally enter article way. Star very someone.",Hospital,Recepção A,Pediatria
Tammy Wolfe,052-88-6984,1962-01-08,Ray Inc,Wesley White,41055,NY,A,9,Anos,07:48:12,09:38:09,B01,Sim,Over partner this use radio rather. Wonder somebody defense environmental high offer factor your.,Pronto-Socorro,Recepção C,Cardiologia
Michael Torres,749-65-9446,2011-06-30,Brown-Ferrell,Deborah Warren,82350,CT,B,17,Anos,14:10:38,02:18:04,B01,Não,"Person away everyone tend rule. Near government court sound. Provide item ago include paper.
Ever trial letter less partner ten your clear. Green appear little worker participant what.",Clínica,Recepção A,Ortopedia
Blake Sims,610-15-8606,2014-12-28,King-Spears,Sandra Irwin,16939,MH,B,15,Anos,09:09:03,20:43:22,B01,Sim,Second place step over mention bag see. Grow across eat lead and. Lose allow quality.,Clínica,Recepção A,Cardiologia
Kelsey Moore,207-24-0984,2019-01-30,Jordan-Barnes,Heidi Simmons,74306,CA,C,9,Dias,17:55:12,19:36:12,A00,Não,"Effort training reason well quite. Wife their something management. Rock above north build fast image.
Final new tough arrive project. Step here himself. Point medical thus take laugh both kitchen.",Pronto-Socorro,Recepção B,Ortopedia
Dr. Karen Yang,587-93-0640,1991-07-05,Alexander-Nelson,Christy Gonzalez,19668,NY,B,8,Meses,00:54:26,04:57:08,A00,Não,Chance democratic five your. Anything rock political source summer. Rich public activity treatment particularly.,Hospital,Recepção A,Cardiologia
Jessica Thompson,176-31-6969,2018-06-08,"Gonzalez, Callahan and Moon",Emily Hampton,43181,VT,B,11,Dias,10:36:21,09:15:28,C02,Não,"Several speech campaign any. Seat risk laugh site economy feel perform.
Meeting heavy world kitchen condition election increase represent. Hand training thought cause card sister.",Pronto-Socorro,Recepção B,Pediatria
Sydney Merritt,677-87-5618,1929-06-15,Mcpherson-Martin,Angela Perkins,30076,RI,C,8,Dias,02:05:19,16:52:02,A00,Sim,"Glass first stock face grow play finish. Give feel from.
Whose adult church development. Plant argue exist house special yourself have. Design power movie only.",Pronto-Socorro,Recepção A,Cardiologia
Jessica Dalton,496-13-8789,1993-08-21,Jones PLC,Luis Cummings,73854,AS,C,21,Meses,12:33:15,12:55:01,C02,Não,"Might study others some. Message pull agent area teach.
Radio laugh stop ahead many poor.
Behind hotel conference matter such. Subject industry wind four international nature serious.",Pronto-Socorro,Recepção B,Cardiologia
Dustin Brown,457-95-8161,1943-07-10,"Hooper, Davis and Mitchell",Isaac Oneill,81255,GA,B,22,Meses,11:55:06,14:29:50,B01,Não,"Factor eight thank commercial school sea.
Pm article civil feel into prove public. Ask factor and move security huge worker. Best remember room kid clear.",Pronto-Socorro,Recepção B,Pediatria
Becky Johnson,064-17-0093,1914-08-07,Johnson-Simmons,Stacy Williams,42174,SC,C,11,Anos,08:24:16,10:34:40,A00,Sim,"Arrive though admit never understand interesting nor. Before major indicate man why.
Poor again forget each. Bit kitchen himself often war player certain.",Pronto-Socorro,Recepção B,Cardiologia
Stanley Berry,661-44-3711,1963-07-04,King Inc,Carla Holt,40495,AK,C,14,Meses,14:41:13,15:07:14,A00,Sim,"Front hair choose. Door back lawyer top wind remember beyond.
True new determine now right explain. Like same car court whole. Economic example practice president doctor future.",Hospital,Recepção B,Pediatria
Michael Ford,348-95-8063,1928-10-01,Russo-Jones,Stacey Thomas,99293,NH,B,29,Anos,03:27:57,19:03:54,B01,Sim,"Citizen executive build wear water peace very. Quickly risk all forget positive blue.
Standard wind hard establish another. If office adult seat store card rich.",Pronto-Socorro,Recepção A,Ortopedia
Christian Pena,519-12-6496,1949-10-07,"Guzman, Velez and Williams",Jeffrey French,22956,OK,B,19,Dias,22:57:57,01:24:16,A00,Sim,Health anything between see. Girl avoid herself again actually effect represent. Theory spend per direction answer without girl.,Clínica,Recepção A,Pediatria
Jose Carlson,721-78-7014,1996-07-20,"Mckee, Hart and Schultz",Brian Sanders,70538,AS,B,11,Dias,20:15:57,16:40:59,B01,Não,"Can only should night may because hotel. Fly nation read room lose determine cause over.
Drop job hit consider serious movement. But read mention together. Tv exactly alone yourself.",Pronto-Socorro,Recepção A,Pediatria
Frank Newton,007-71-2330,1921-05-26,Perkins Group,Brianna White,18590,WI,B,20,Anos,08:38:29,20:56:01,A00,Não,Total computer under against six generation able. Cause central remain arrive happy others. Decision enter single story. Will hold everybody opportunity part.,Hospital,Recepção B,Pediatria
Heather Burton,377-71-0140,2009-01-23,Stokes Ltd,Nicole Simon,20856,NE,C,23,Dias,11:11:56,06:49:29,B01,Não,Risk his political view family from. Choice effort cold thousand nearly participant. Yeah hot specific.,Hospital,Recepção C,Pediatria
Debra Griffin,237-95-9793,1934-10-18,Stevenson-Bird,Patrick Brown,86165,MP,B,26,Meses,18:32:28,23:45:12,C02,Sim,"Trade draw head purpose tree bar. Friend imagine something leg. Still fill lose drive end certain.
Full step detail my. Seem wrong into visit.
Key center major.",Hospital,Recepção C,Cardiologia
Jasmine Lewis,213-91-9249,2012-02-29,"Garza, Cole and Ewing",Zachary Cervantes III,90555,AL,C,29,Anos,01:12:57,01:51:13,A00,Sim,"Feeling support again involve yes better issue color. Like politics agent form. Anyone deal message at each many hair.
Ahead kind nation interview. During some staff activity amount machine every.",Pronto-Socorro,Recepção C,Pediatria
Dawn Clark,388-68-7066,1910-05-25,Kemp-Wilson,Erin Rodriguez,82696,MP,B,24,Anos,17:53:54,23:07:08,B01,Não,Power record officer. Music accept too treat.,Clínica,Recepção A,Pediatria
Victoria Cole,782-66-9970,1967-02-26,Nguyen PLC,Michaela Nelson,34043,TN,C,12,Anos,04:51:34,00:11:06,B01,Não,"Drive occur matter effort month kitchen blue. Room song network say also.
Bag game current focus least first. Star firm almost. Black watch agreement.",Hospital,Recepção B,Pediatria
John Diaz,013-31-1236,1980-09-07,Cummings Group,Jessica Cabrera,21587,MA,B,1,Anos,01:50:35,03:43:44,B01,Não,"In practice yet today blood. Question budget often actually address agent town.
Order remember whole glass not man total energy. Certainly century option candidate heart let.",Clínica,Recepção B,Ortopedia
William Mcneil,200-01-4533,1962-08-31,Johnson-Young,Amy Burke,33958,RI,A,4,Anos,03:43:10,16:36:53,B01,Sim,Of available call end foreign attention least. Event social tell very option difference enjoy. Deal wonder pull day many. Arm paper scientist student building indeed address medical.,Hospital,Recepção C,Cardiologia
Nichole Williams,210-71-9467,1949-02-07,"Snyder, Gutierrez and Patterson",Nancy Carlson,41579,AS,A,28,Dias,13:05:56,10:09:22,A00,Sim,Cover certain pick song. Large enjoy thus by rather hit.,Clínica,Recepção A,Pediatria
Lori Jackson,302-39-1835,1990-06-20,Cortez-Bernard,Joshua Thompson,36266,KS,A,14,Dias,22:48:35,07:33:39,B01,Sim,"Admit decision hour night TV couple. Situation reveal subject both answer similar. Personal region thank leave beat marriage.
Popular control institution together method open.",Clínica,Recepção A,Cardiologia
Paul Dominguez,821-59-1205,1926-03-06,Shaw-Decker,Mark Parker,37127,GA,A,26,Dias,02:31:25,08:36:28,C02,Não,"Author this let sound indicate investment. Teacher knowledge indicate current medical position physical rule. View your together.
Professor free kind office include. Sort activity line stay.",Pronto-Socorro,Recepção B,Pediatria
Emily Peters,270-87-5700,1926-07-22,"Clarke, Lewis and Pierce",Melanie Adams,65094,AS,A,4,Meses,23:53:49,14:06:02,A00,Sim,Low truth them apply according may tend there. Make economic risk cover. Hundred hear third arm table lead western.,Hospital,Recepção B,Cardiologia
Jeffery Liu,483-51-3687,2008-10-31,"Castro, Levy and Moore",Kelly Thompson,95259,KS,B,28,Dias,04:05:46,02:22:10,C02,Sim,"Toward feeling together beyond stuff stuff. Crime far religious central arrive personal.
Kind difficult father position red box page experience. How thus provide week.",Pronto-Socorro,Recepção A,Pediatria
Mr. Michael Oneal,466-89-9425,1912-11-18,Cisneros-Lee,Kevin Hernandez,61975,PA,C,9,Dias,20:26:27,20:44:03,B01,Não,"State put every development. Personal seat boy matter.
Try final force herself structure card seek. No crime someone talk.",Clínica,Recepção C,Cardiologia
Adam Bowers,805-62-2202,1976-05-11,Johnston LLC,Russell Owen,54345,FM,A,9,Anos,16:26:17,14:12:47,B01,Não,Southern source carry treat. Later fight evidence by. Pm space dream capital show certainly describe.,Clínica,Recepção C,Pediatria
Kevin Juarez,311-10-4882,1970-10-14,Gonzalez Ltd,Juan Hawkins,89282,SC,A,18,Dias,19:11:06,08:43:22,B01,Não,"Book method much without something last lot. Beautiful future middle fine artist almost who.
Leader him list. Ahead might others worry. Truth look skin maybe worker.",Pronto-Socorro,Recepção B,Pediatria
Richard Lane,430-06-2396,1948-04-18,"Gordon, Meyer and Silva",Angel Williamson PhD,43356,VA,A,2,Dias,23:12:42,07:35:24,C02,Não,"Activity remain rate animal factor reality. She raise girl sit week.
Current story hit mean range tend difficult. We subject religious same type. Situation bit hand.",Clínica,Recepção B,Pediatria
Gabriella Hernandez,748-55-4952,1992-08-28,Craig and Sons,Caitlin Rivera,48626,SC,A,7,Anos,20:28:13,15:48:33,A00,Sim,Agree work offer around staff fund he. Argue agreement face any former mean. Provide memory moment member.,Hospital,Recepção B,Cardiologia
Bridget Fisher,111-77-1427,1981-05-04,"Avila, Mendez and Wu",Mary Hernandez,61057,GU,C,9,Dias,01:25:06,10:47:07,C02,Sim,"Money beyond go pass leader note wish. There behavior modern.
Window yes health our. Effort rise one picture worry age part. Operation least source see prove.",Pronto-Socorro,Recepção C,Cardiologia
